segment,index,x,y,yaw
0,48,-5.5979,0.1555,-3.1312
0,49,-5.7479,0.1539,-3.1312
0,50,-5.8979,0.1524,-3.1312
0,51,-6.0479,0.1508,-3.1312
0,52,-6.1979,0.1492,-3.1312
0,53,-6.3479,0.1477,-3.1312
0,54,-6.4979,0.1461,-3.1312
0,55,-6.6479,0.1446,-3.1312
0,56,-6.7979,0.1430,-3.1312
0,57,-6.9479,0.1414,-3.1312
0,58,-7.0979,0.1399,-3.1312
0,59,-7.2479,0.1383,3.1224
0,60,-7.3978,0.1412,3.0911
0,61,-7.5476,0.1487,3.0911
0,62,-7.6974,0.1563,3.0911
0,63,-7.8472,0.1639,3.0911
0,64,-7.9971,0.1714,3.0911
0,65,-8.1469,0.1790,3.0911
0,66,-8.2967,0.1866,3.0911
0,67,-8.4465,0.1941,2.8725
0,68,-8.5777,0.2303,2.0026
0,69,-8.6402,0.3660,1.7359
0,70,-8.6648,0.5139,1.6389
0,71,-8.6750,0.6631,1.5708
0,72,-8.6750,0.8131,1.0306
0,73,-8.6054,0.9291,0.6610
0,74,-8.4870,1.0212,0.2805
0,75,-8.3475,1.0614,0.1107
0,76,-8.1984,1.0780,0.1107
0,77,-8.0494,1.0945,0.7821
0,78,-7.9540,1.1892,1.0951
0,79,-7.8853,1.3226,1.0951
0,80,-7.8166,1.4559,1.3883
0,81,-7.7903,1.5988,1.6030
0,82,-7.7951,1.7487,1.6030
0,83,-7.8000,1.8987,1.6030
0,84,-7.8048,2.0486,1.6030
0,85,-7.8096,2.1985,1.8552
0,86,-7.8498,2.3358,2.2279
0,87,-7.9414,2.4546,2.2279
0,88,-8.0330,2.5733,2.2279
0,89,-8.1246,2.6921,2.7851
0,90,-8.2572,2.7415,2.9889
0,91,-8.4055,2.7643,2.9889
0,92,-8.5538,2.7871,2.9889
0,93,-8.7020,2.8099,3.0407
0,94,-8.8509,2.8250,3.1416
0,95,-9.0009,2.8250,3.1416
0,96,-9.1509,2.8250,-2.6265
0,97,-9.2761,2.7542,-2.8234
0,98,-9.4145,2.7085,-2.9817
0,99,-9.5626,2.6847,-2.9904
0,100,-9.7108,2.6621,-3.1032
0,101,-9.8607,2.6563,-3.1032
0,102,-10.0106,2.6506,-3.1032
0,103,-10.1605,2.6448,-3.1032
0,104,-10.3104,2.6390,-2.6829
0,105,-10.4408,2.5747,-2.5360
0,106,-10.5641,2.4893,-2.4495
0,107,-10.6750,2.3974,-1.5708
0,108,-10.6750,2.2473,-1.5708
0,109,-10.6750,2.0973,-1.7516
0,110,-10.7007,1.9566,-2.2655
0,111,-10.7968,1.8414,-2.5134
0,112,-10.9097,1.7594,-3.0750
0,113,-11.0594,1.7494,-3.0750
0,114,-11.2091,1.7394,-2.0211
0,115,-11.2670,1.6196,-1.8158
0,116,-11.3034,1.4741,-1.8158
0,117,-11.3397,1.3286,-1.8158
0,118,-11.3761,1.1830,-1.8158
0,119,-11.4125,1.0375,-1.5526
0,120,-11.4098,0.8875,-1.5526
0,121,-11.4070,0.7375,-1.5526
0,122,-11.4043,0.5875,-1.5526
0,123,-11.4016,0.4376,-1.5526
0,124,-11.3989,0.2876,-1.5526
0,125,-11.3961,0.1376,-1.5526
0,126,-11.3934,-0.0124,-1.5526
0,127,-11.3907,-0.1624,-1.5526
0,128,-11.3880,-0.3124,-1.3459
0,129,-11.3546,-0.4580,-1.3045
0,130,-11.3152,-0.6027,-1.3045
0,131,-11.2757,-0.7474,-1.3045
0,132,-11.2362,-0.8921,-1.2206
0,133,-11.1877,-1.0250,0.0000
0,134,-11.0377,-1.0250,0.0000
0,135,-10.8877,-1.0250,-0.2694
0,136,-10.7448,-1.0644,-0.6383
0,137,-10.6346,-1.1462,-1.3310
0,138,-10.5993,-1.2906,-1.5533
0,139,-10.5967,-1.4406,-1.5533
0,140,-10.5940,-1.5906,-1.5533
0,141,-10.5914,-1.7406,-1.5533
0,142,-10.5888,-1.8906,-1.5533
0,143,-10.5861,-2.0406,-1.5533
0,144,-10.5835,-2.1905,-1.5533
0,145,-10.5809,-2.3405,-1.5533
0,146,-10.5782,-2.4905,-1.5533
0,147,-10.5756,-2.6405,-1.5533
0,148,-10.5730,-2.7905,-1.5533
0,149,-10.5703,-2.9405,-1.5533
0,150,-10.5677,-3.0905,-1.5533
0,151,-10.5651,-3.2404,-1.5535
0,152,-10.5625,-3.3904,-1.5647
0,153,-10.5616,-3.5404,-1.5647
0,154,-10.5607,-3.6904,-1.5647
0,155,-10.5598,-3.8404,-1.5647
0,156,-10.5588,-3.9905,-1.5647
0,157,-10.5579,-4.1405,-1.5647
0,158,-10.5570,-4.2905,-1.5647
0,159,-10.5561,-4.4405,-1.5647
0,160,-10.5552,-4.5905,-1.5647
0,161,-10.5543,-4.7405,-1.5647
0,162,-10.5534,-4.8905,-1.5647
0,163,-10.5525,-5.0405,-1.5647
0,164,-10.5516,-5.1905,-1.5647
0,165,-10.5507,-5.3405,-1.5647
0,166,-10.5498,-5.4905,-1.5647
0,167,-10.5488,-5.6405,-1.5647
0,168,-10.5479,-5.7905,-1.5647
0,169,-10.5470,-5.9405,-1.5647
0,170,-10.5461,-6.0905,-1.5647
0,171,-10.5452,-6.2406,-1.5647
0,172,-10.5443,-6.3906,-1.5647
0,173,-10.5434,-6.5406,-1.5647
0,174,-10.5425,-6.6906,-1.5647
0,175,-10.5416,-6.8406,-1.5647
0,176,-10.5407,-6.9906,-1.5647
0,177,-10.5398,-7.1406,-1.5647
