segment,index,x,y,yaw
1,145,6.1518,-9.5374,-3.1268
1,146,6.0020,-9.5396,-3.1268
1,147,5.8521,-9.5418,-3.1268
1,148,5.7023,-9.5441,-3.1268
1,149,5.5525,-9.5463,-3.1268
1,150,5.4027,-9.5485,-3.1268
1,151,5.2528,-9.5507,-3.1268
1,152,5.1030,-9.5529,-3.1268
1,153,4.9532,-9.5551,-3.1268
1,154,4.8034,-9.5573,-3.1268
1,155,4.6535,-9.5596,-3.1268
1,156,4.5037,-9.5618,-3.1268
1,157,4.3539,-9.5640,-3.1268
1,158,4.2041,-9.5662,-3.1268
1,159,4.0542,-9.5684,-3.1268
1,160,3.9044,-9.5706,-3.1268
1,161,3.7546,-9.5728,-3.1268
1,162,3.6048,-9.5751,-3.1268
1,163,3.4549,-9.5773,-3.1268
1,164,3.3051,-9.5795,-3.1268
1,165,3.1553,-9.5817,-3.1268
1,166,3.0055,-9.5839,-3.1268
1,167,2.8556,-9.5861,-3.1306
1,168,2.7058,-9.5878,-3.1367
1,169,2.5560,-9.5885,-3.1367
1,170,2.4061,-9.5892,-3.1367
1,171,2.2563,-9.5900,-3.1367
1,172,2.1065,-9.5907,-3.1367
1,173,1.9566,-9.5915,-3.1367
1,174,1.8068,-9.5922,-3.1367
1,175,1.6569,-9.5929,-3.1367
1,176,1.5071,-9.5937,-3.1367
1,177,1.3573,-9.5944,-3.1367
1,178,1.2074,-9.5951,-3.1367
1,179,1.0576,-9.5959,-3.1367
1,180,0.9077,-9.5966,-3.1367
1,181,0.7579,-9.5973,-3.1367
1,182,0.6081,-9.5981,-3.1367
1,183,0.4582,-9.5988,-3.1367
1,184,0.3084,-9.5995,2.7626
1,185,0.1884,-9.5517,2.9659
1,186,0.0416,-9.5257,3.1370
1,187,-0.1082,-9.5250,-3.1128
1,188,-0.2576,-9.5293,-2.9305
1,189,-0.4041,-9.5607,-2.5579
1,190,-0.5226,-9.6390,-3.0994
1,191,-0.6723,-9.6453,-3.0994
1,192,-0.8220,-9.6516,-3.0994
1,193,-0.9717,-9.6580,-3.0994
1,194,-1.1214,-9.6643,-3.0994
1,195,-1.2712,-9.6706,-3.1123
1,196,-1.4209,-9.6750,3.1416
1,197,-1.5707,-9.6750,3.1416
1,198,-1.7206,-9.6750,3.1416
1,199,-1.8704,-9.6750,3.1416
1,200,-2.0203,-9.6750,3.1416
1,201,-2.1701,-9.6750,3.1416
1,202,-2.3200,-9.6750,3.1416
1,203,-2.4698,-9.6750,3.1416
1,204,-2.6196,-9.6750,3.1416
1,205,-2.7695,-9.6750,3.1416
1,206,-2.9193,-9.6750,3.1416
1,207,-3.0692,-9.6750,-3.0867
1,208,-3.2188,-9.6832,-3.0845
1,209,-3.3684,-9.6918,-3.0845
1,210,-3.5180,-9.7003,-3.0845
1,211,-3.6676,-9.7089,-3.0845
1,212,-3.8172,-9.7174,-2.9820
1,213,-3.9575,-9.7400,-2.3427
1,214,-4.0532,-9.8383,-2.8966
1,215,-4.1985,-9.8746,-3.1392
1,216,-4.3483,-9.8750,3.1416
1,217,-4.4982,-9.8750,2.9812
1,218,-4.6451,-9.8512,2.6667
1,219,-4.7687,-9.7877,2.5796
1,220,-4.8794,-9.7179,3.0529
1,221,-5.0287,-9.7047,3.0529
1,222,-5.1779,-9.6914,3.0529
1,223,-5.3272,-9.6781,3.1206
1,224,-5.4769,-9.6750,3.1416
1,225,-5.6267,-9.6750,3.1416
1,226,-5.7766,-9.6750,3.1416
1,227,-5.9264,-9.6750,3.1416
1,228,-6.0763,-9.6750,3.1416
1,229,-6.2261,-9.6750,3.1416
1,230,-6.3759,-9.6750,3.1095
1,231,-6.5256,-9.6702,3.0871
1,232,-6.6753,-9.6620,3.0871
1,233,-6.8249,-9.6539,3.0871
1,234,-6.9745,-9.6457,3.0871
1,235,-7.1241,-9.6375,2.8977
1,236,-7.2695,-9.6014,2.8966
1,237,-7.4149,-9.5650,3.1247
1,238,-7.5644,-9.5625,-2.6016
1,239,-7.6844,-9.6344,-2.9596
1,240,-7.8310,-9.6614,-3.0506
1,241,-7.9798,-9.6750,3.1416
1,242,-8.1296,-9.6750,3.1416
1,243,-8.2794,-9.6750,3.0308
1,244,-8.4283,-9.6584,2.6490
1,245,-8.5501,-9.5930,1.5901
1,246,-8.5530,-9.4432,1.5901
1,247,-8.5559,-9.2934,1.5901
1,248,-8.5588,-9.1436,1.5901
1,249,-8.5617,-8.9938,1.5901
1,250,-8.5646,-8.8440,1.5901
1,251,-8.5675,-8.6942,1.5901
1,252,-8.5704,-8.5444,1.5901
1,253,-8.5733,-8.3945,1.5901
1,254,-8.5762,-8.2447,1.5901
1,255,-8.5791,-8.0949,1.5901
1,256,-8.5820,-7.9451,1.5901
1,257,-8.5849,-7.7953,1.5887
1,258,-8.5876,-7.6455,1.5773
1,259,-8.5886,-7.4956,1.5773
1,260,-8.5896,-7.3458,1.5773
1,261,-8.5905,-7.1960,1.5773
1,262,-8.5915,-7.0461,1.5773
1,263,-8.5925,-6.8963,1.5773
1,264,-8.5935,-6.7465,1.5773
1,265,-8.5945,-6.5966,1.5773
1,266,-8.5954,-6.4468,1.5773
1,267,-8.5964,-6.2969,1.5773
1,268,-8.5974,-6.1471,1.5773
1,269,-8.5984,-5.9973,1.5773
1,270,-8.5994,-5.8474,1.5773
1,271,-8.6003,-5.6976,1.5773
1,272,-8.6013,-5.5477,1.5773
1,273,-8.6023,-5.3979,1.5773
1,274,-8.6033,-5.2481,1.5773
1,275,-8.6043,-5.0982,1.5773
1,276,-8.6052,-4.9484,1.5773
1,277,-8.6062,-4.7986,1.5773
1,278,-8.6072,-4.6487,1.5773
1,279,-8.6082,-4.4989,1.5773
1,280,-8.6092,-4.3490,1.5773
1,281,-8.6101,-4.1992,1.5773
1,282,-8.6111,-4.0494,1.5773
1,283,-8.6121,-3.8995,1.5697
1,284,-8.6119,-3.7497,1.5643
1,285,-8.6110,-3.5999,1.5643
1,286,-8.6100,-3.4500,1.5643
1,287,-8.6090,-3.3002,1.5643
1,288,-8.6081,-3.1503,1.5643
1,289,-8.6071,-3.0005,1.5643
1,290,-8.6061,-2.8507,1.5643
1,291,-8.6052,-2.7008,1.5643
1,292,-8.6042,-2.5510,1.5643
1,293,-8.6032,-2.4012,1.5643
1,294,-8.6023,-2.2513,1.5643
1,295,-8.6013,-2.1015,1.5643
1,296,-8.6003,-1.9516,0.9325
1,297,-8.5227,-1.8470,0.1107
1,298,-8.3738,-1.8304,0.0362
1,299,-8.2242,-1.8250,0.0000
1,300,-8.0744,-1.8250,-0.0015
1,301,-7.9246,-1.8252,-0.5071
1,302,-7.7936,-1.8980,-0.7443
1,303,-7.6916,-1.9919,-1.3734
1,304,-7.6622,-2.1389,-0.9696
1,305,-7.5823,-2.2554,-0.3729
1,306,-7.4532,-2.3059,0.1107
1,307,-7.3043,-2.2894,-0.2983
1,308,-7.1625,-2.3329,-1.1110
1,309,-7.0982,-2.4629,-0.2235
1,310,-6.9521,-2.4961,-0.1945
1,311,-6.8055,-2.5250,0.0000
1,312,-6.6556,-2.5250,0.0000
1,313,-6.5058,-2.5250,0.0000
1,314,-6.3559,-2.5250,0.2028
1,315,-6.2099,-2.4950,0.2552
1,316,-6.0650,-2.4572,0.9560
1,317,-5.9832,-2.3414,0.4156
1,318,-5.8597,-2.2869,0.1270
1,319,-5.7111,-2.2679,0.1270
1,320,-5.5625,-2.2489,0.1270
1,321,-5.4138,-2.2300,0.0331
1,322,-5.2643,-2.2250,0.0000
1,323,-5.1145,-2.2250,0.0000
1,324,-4.9646,-2.2250,0.0000
1,325,-4.8148,-2.2250,0.0000
1,326,-4.6649,-2.2250,0.0000
1,327,-4.5151,-2.2250,0.0000
1,328,-4.3653,-2.2250,-0.0430
1,329,-4.2158,-2.2314,-0.1083
1,330,-4.0668,-2.2476,-0.1083
1,331,-3.9178,-2.2638,-0.1083
1,332,-3.7689,-2.2800,-0.6945
1,333,-3.6701,-2.3623,-0.6150
1,334,-3.5586,-2.4411,-0.2304
1,335,-3.4139,-2.4750,0.0000
1,336,-3.2641,-2.4750,0.0000
1,337,-3.1142,-2.4750,0.2744
1,338,-2.9706,-2.4346,0.7528
1,339,-2.8718,-2.3420,0.7020
1,340,-2.7659,-2.2525,0.1880
1,341,-2.6215,-2.2250,0.0000
1,342,-2.4717,-2.2250,0.5991
1,343,-2.3516,-2.1430,1.0708
1,344,-2.2838,-2.0189,1.3734
1,345,-2.2544,-1.8720,0.8289
1,346,-2.1557,-1.7643,0.2837
1,347,-2.0210,-1.7250,-0.0229
1,348,-1.8716,-1.7284,-0.2111
1,349,-1.7250,-1.7598,-0.5126
1,350,-1.5950,-1.8330,-1.0795
1,351,-1.5250,-1.9638,-1.5708
1,352,-1.5250,-2.1137,-0.6183
1,353,-1.4123,-2.1939,-0.2152
1,354,-1.2698,-2.2250,0.0000
1,355,-1.1200,-2.2250,-0.0517
1,356,-0.9711,-2.2327,-0.2606
1,357,-0.8263,-2.2713,-1.0583
1,358,-0.7591,-2.3908,-0.3709
1,359,-0.6218,-2.4441,-0.1228
1,360,-0.4731,-2.4625,0.0000
1,361,-0.3233,-2.4625,0.2213
1,362,-0.1787,-2.4300,0.8555
1,363,-0.0829,-2.3196,0.8227
1,364,0.0090,-2.2206,0.2086
1,365,0.1541,-2.1899,-0.0831
1,366,0.3034,-2.2024,0.0340
1,367,0.4484,-2.1974,0.5713
1,368,0.5745,-2.1164,1.2195
1,369,0.6234,-1.9828,1.2975
1,370,0.6626,-1.8431,0.5028
1,371,0.7939,-1.7709,0.4184
